Drug Tier,Specialty,Plan Type,Allowed,Drug_name,Requirements_Limits
3,Not Specified,my blue,Yes,"levothyroxine sodium tab 25 mcg, 50 mcg, 75 mcg, 88 mcg, 100 mcg, 112 mcg, 125 mcg, 137 mcg, 150 mcg, 175 mcg, 200 mcg, 300 mcg (Synthroid)",Not Specified
3,Not Specified,my blue,Yes,"liothyronine sodium tab 5 mcg, 25 mcg, 50 mcg (Cytomel)",Not Specified
3,Not Specified,my blue,Yes,"methimazole tab 5 mg, 10 mg (Tapazole)",Not Specified
5,Not Specified,my blue,Yes,"NIVA THYROID - thyroid tab 15 mg (1/4 grain), 30 mg (1/2 grain), 60 mg (1 grain), 90 mg (1 1/2 grain), 120 mg (2 grain)",Not Specified
5,Not Specified,my blue,Yes,NP THYROID 120 - thyroid tab 120 mg (2 grain),Not Specified
5,Not Specified,my blue,Yes,NP THYROID 15 - thyroid tab 15 mg (1/4 grain),Not Specified
5,Not Specified,my blue,Yes,NP THYROID 30 - thyroid tab 30 mg (1/2 grain),Not Specified
5,Not Specified,my blue,Yes,NP THYROID 60 - thyroid tab 60 mg (1 grain),Not Specified
5,Not Specified,my blue,Yes,NP THYROID 90 - thyroid tab 90 mg (1 1/2 grain),Not Specified
3,Not Specified,my blue,Yes,propylthiouracil tab 50 mg,Not Specified
5,Not Specified,my blue,Yes,"SYNTHROID - levothyroxine sodium tab 25 mcg, 50 mcg, 75 mcg, 88 mcg, 100 mcg, 112 mcg, 125 mcg, 137 mcg, 150 mcg, 175 mcg, 200 mcg, 300 mcg",Not Specified
5,Not Specified,my blue,Yes,"THYROID - thyroid tab 15 mg (1/4 grain), 30 mg (1/2 grain), 60 mg (1 grain), 90 mg (1 1/2 grain), 120 mg (2 grain)",Not Specified
5,Not Specified,my blue,Yes,methylergonovine maleate tab 0.2 mg,Quantity Limits (28 tablets/270 days)
5,Not Specified,my blue,Yes,ALENDRONATE SODIUM - alendronate sodium tab 5 mg,Not Specified
5,Not Specified,my blue,Yes,alendronate sodium oral soln 70 mg/75ml,Not Specified
3,Not Specified,my blue,Yes,"alendronate sodium tab 10 mg, 35 mg",Not Specified
3,Not Specified,my blue,Yes,alendronate sodium tab 70 mg (Fosamax),Not Specified
6,Speciality Drug,my blue,Yes,betaine powder for oral solution (Cystadane),Prior authorization
3,Not Specified,my blue,Yes,cabergoline tab 0.5 mg,Not Specified
5,Not Specified,my blue,Yes,calcitonin (salmon) inj 200 unit/ml (Miacalcin),Not Specified
3,Not Specified,my blue,Yes,calcitonin (salmon) nasal soln 200 unit/act,Not Specified
3,Not Specified,my blue,Yes,"calcitriol cap 0.25 mcg, 0.5 mcg (Rocaltrol)",Not Specified
5,Not Specified,my blue,Yes,calcitriol oral soln 1 mcg/ml (Rocaltrol),Not Specified
6,Speciality Drug,my blue,Yes,carglumic acid soluble tab 200 mg (Carbaglu),Not Specified
5,Not Specified,my blue,Yes,"cinacalcet hcl tab 30 mg (base equiv), 60 mg (base equiv), 90 mg (base equiv) (Sensipar)",Prior authorization
5,Not Specified,my blue,Yes,DESMOPRESSIN ACETATE - desmopressin acetate nasal soln 1.5 mg/ml,Not Specified
5,Not Specified,my blue,Yes,desmopressin acetate inj 4 mcg/ml (Ddavp),Not Specified
5,Not Specified,my blue,Yes,"desmopressin acetate nasal spray soln 0.01% (refrigerated), 0.01%",Not Specified
5,Not Specified,my blue,Yes,desmopressin acetate preservative free (pf) inj 4 mcg/ml (Ddavp),Not Specified
5,Not Specified,my blue,Yes,"desmopressin acetate tab 0.1 mg, 0.2 mg (Ddavp)",Not Specified
5,Not Specified,my blue,Yes,"doxercalciferol cap 0.5 mcg, 1 mcg, 2.5 mcg",Not Specified
6,Speciality Drug,my blue,Yes,FORTEO - teriparatide (recombinant) soln pen-inj 600 mcg/2.4ml,Prior authorization
6,Speciality Drug,my blue,Yes,GALAFOLD - migalastat hcl cap 123 mg (base equivalent),"Prior authorization, Limited distribution, Quantity Limits (14 capsules/28 days)"
6,Speciality Drug,my blue,Yes,"GENOTROPIN - somatropin for subcutaneous inj cartridge 5 mg, 12 mg (36 unit)",Prior authorization
6,Speciality Drug,my blue,Yes,"GENOTROPIN MINIQUICK - somatropin for subcutaneous inj prefilled syr 0.2 mg, 0.4 mg, 0.6 mg, 0.8 mg, 1 mg, 1.2 mg, 1.4 mg, 1.6 mg, 1.8 mg, 2 mg",Prior authorization
3,Not Specified,my blue,Yes,ibandronate sodium tab 150 mg (base equivalent) (Boniva),Not Specified
6,Speciality Drug,my blue,Yes,INCRELEX - mecasermin inj 40 mg/4ml (10 mg/ml),"Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,"JYNARQUE - tolvaptan tab therapy pack 15 mg, 30 & 15 mg","Prior authorization, Limited distribution, Quantity Limits (56 tablets/28 days)"
6,Speciality Drug,my blue,Yes,"JYNARQUE - tolvaptan tab therapy pack 45 & 15 mg, 60 & 30 mg, 90 & 30 mg","Prior authorization, Limited distribution, Quantity Limits (4 blisters/28 days)"
6,Speciality Drug,my blue,Yes,JYNARQUE - tolvaptan tab 15 mg,"Prior authorization, Limited distribution, Quantity Limits (60 tablets/30 days)"
6,Speciality Drug,my blue,Yes,JYNARQUE - tolvaptan tab 30 mg,"Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
5,Not Specified,my blue,Yes,"KERENDIA - finerenone tab 10 mg, 20 mg","Prior authorization, Quantity Limits (30 tablets/30 days)"
5,Not Specified,my blue,Yes,levocarnitine oral soln 1 gm/10ml (10%) (Carnitor),Not Specified
5,Not Specified,my blue,Yes,levocarnitine tab 330 mg (Carnitor),Not Specified
5,Not Specified,my blue,Yes,MIFEPREX - mifepristone tab 200 mg,Quantity Limits (1 tablet/30 days)
5,Not Specified,my blue,Yes,mifepristone tab 200 mg (Mifeprex),Quantity Limits (1 tablet/30 days)
6,Speciality Drug,my blue,Yes,MYALEPT - metreleptin for subcutaneous inj 11.3 mg,"Prior authorization, Limited distribution, Quantity Limits (30 vials/30 days)"
6,Speciality Drug,my blue,Yes,MYCAPSSA - octreotide acetate cap delayed release 20 mg,"Prior authorization, Limited distribution, Quantity Limits (120 capsules/30 days)"
6,Speciality Drug,my blue,Yes,"nitisinone cap 2 mg, 5 mg, 10 mg, 20 mg (Orfadin)","Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,"NITYR - nitisinone tab 2 mg, 5 mg, 10 mg","Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,"NORDITROPIN FLEXPRO - somatropin solution pen- injector 5 mg/1.5ml, 10 mg/1.5ml, 15 mg/1.5ml, 30 mg/3ml",Prior authorization
6,Speciality Drug,my blue,Yes,NULIBRY - fosdenopterin hydrobromide for iv soln 9.5 mg,"Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,"octreotide acetate inj 50 mcg/ml (0.05 mg/ml), 100 mcg/ml (0.1 mg/ml), 500 mcg/ml (0.5 mg/ml) (Sandostatin)",Not Specified
6,Speciality Drug,my blue,Yes,"octreotide acetate inj 200 mcg/ml (0.2 mg/ml), 1000 mcg/ml (1 mg/ml)",Not Specified
6,Speciality Drug,my blue,Yes,"OMNITROPE - somatropin solution cartridge 5 mg/1.5ml, 10 mg/1.5ml","Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,OMNITROPE - somatropin for inj 5.8 mg,"Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,ORFADIN - nitisinone susp 4 mg/ml,"Prior authorization, Limited distribution"
5,Not Specified,my blue,Yes,ORILISSA - elagolix sodium tab 150 mg (base equiv),"Prior authorization, Quantity Limits (30 tablets/30 days)"
5,Not Specified,my blue,Yes,ORILISSA - elagolix sodium tab 200 mg (base equiv),"Prior authorization, Quantity Limits (60 tablets/30 days)"
6,Not Specified,my blue,Yes,OSPHENA - ospemifene tab 60 mg,Prior authorization
5,Not Specified,my blue,Yes,"paricalcitol cap 1 mcg, 2 mcg (Zemplar)",Not Specified
5,Not Specified,my blue,Yes,paricalcitol cap 4 mcg,Not Specified
6,Speciality Drug,my blue,Yes,PHEBURANE - sodium phenylbutyrate oral pellets 483 mg/gm,"Prior authorization, Limited distribution, Quantity Limits (7 bottles/29 days)"
1,Not Specified,my blue,Yes,raloxifene hcl tab 60 mg (Evista),Not Specified
6,Speciality Drug,my blue,Yes,RAVICTI - glycerol phenylbutyrate liquid 1.1 gm/ml,"Prior authorization, Limited distribution, Quantity Limits (525 mls/30 days)"
5,Not Specified,my blue,Yes,risedronate sodium tab delayed release 35 mg (Atelvia),Not Specified
5,Not Specified,my blue,Yes,"risedronate sodium tab 5 mg, 30 mg",Not Specified
3,Not Specified,my blue,Yes,"risedronate sodium tab 35 mg, 150 mg (Actonel)",Not Specified
6,Speciality Drug,my blue,Yes,"sapropterin dihydrochloride powder packet 100 mg, 500 mg (Kuvan)","Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,sapropterin dihydrochloride tab 100 mg (Kuvan),"Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,sodium phenylbutyrate oral powder 3 gm/ teaspoonful (Buphenyl),"Prior authorization, Quantity Limits (600 grams/30 days)"
6,Speciality Drug,my blue,Yes,sodium phenylbutyrate tab 500 mg (Buphenyl),"Prior authorization, Quantity Limits (1200 tablets/30 days)"
6,Speciality Drug,my blue,Yes,"SOMAVERT - pegvisomant for inj 10 mg (as protein), 15 mg (as protein), 20 mg (as protein), 25 mg (as protein), 30 mg (as protein)",Limited distribution
6,Speciality Drug,my blue,Yes,"STRENSIQ - asfotase alfa subcutaneous inj 18 mg/0.45ml, 28 mg/0.7ml, 40 mg/ml, 80 mg/0.8ml","Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,SYNAREL - nafarelin acetate nasal soln 2 mg/ml (200 mcg/act) (base eq),Not Specified
6,Speciality Drug,my blue,Yes,tolvaptan tab 15 mg (Samsca),Quantity Limits (30 tablets/365 days)
6,Speciality Drug,my blue,Yes,tolvaptan tab 30 mg (Samsca),Quantity Limits (60 tablets/365 days)
6,Speciality Drug,my blue,Yes,TYMLOS - abaloparatide subcutaneous soln pen-injector 3120 mcg/1.56ml,"Prior authorization, Limited distribution"
6,Speciality Drug,my blue,Yes,"VOXZOGO - vosoritide for subcutaneous inj 0.4 mg, 0.56 mg, 1.2 mg","Prior authorization, Limited distribution, Quantity Limits (30 vials/30 days)"
5,Not Specified,my blue,Yes,digoxin oral soln 0.05 mg/ml (Digoxin),Not Specified
5,Not Specified,my blue,Yes,digoxin tab 62.5 mcg (0.0625 mg) (Lanoxin),Not Specified
3,Not Specified,my blue,Yes,"digoxin tab 125 mcg (0.125 mg), 250 mcg (0.25 mg) (Lanoxin)",Not Specified
3,Not Specified,my blue,Yes,isosorbide dinitrate tab 5 mg (Isordil titradose),Not Specified
3,Not Specified,my blue,Yes,"isosorbide dinitrate tab 10 mg, 20 mg, 30 mg",Not Specified
5,Not Specified,my blue,Yes,isosorbide dinitrate tab 40 mg (Isordil titradose),Not Specified
5,Not Specified,my blue,Yes,"ISOSORBIDE MONONITRATE - isosorbide mononitrate tab 10 mg, 20 mg",Not Specified
3,Not Specified,my blue,Yes,"isosorbide mononitrate tab er 24hr 30 mg, 60 mg, 120 mg",Not Specified
5,Not Specified,my blue,Yes,NITRO-BID - nitroglycerin oint 2%,Not Specified
3,Not Specified,my blue,Yes,"nitroglycerin sl tab 0.3 mg, 0.4 mg, 0.6 mg (Nitrostat)",Not Specified
3,Not Specified,my blue,Yes,"nitroglycerin td patch 24hr 0.1 mg/hr, 0.2 mg/hr, 0.4 mg/hr, 0.6 mg/hr (Nitro-dur)",Not Specified
5,Not Specified,my blue,Yes,nitroglycerin tl soln 0.4 mg/spray (400 mcg/spray) (Nitrolingual pumpspr),Not Specified
3,Not Specified,my blue,Yes,ranolazine tab er 12hr 500 mg (Ranexa),Not Specified
5,Not Specified,my blue,Yes,ranolazine tab er 12hr 1000 mg (Ranexa),Not Specified
2,Not Specified,my blue,Yes,"acebutolol hcl cap 200 mg, 400 mg",Not Specified
2,Not Specified,my blue,Yes,"atenolol tab 25 mg, 50 mg, 100 mg (Tenormin)",Not Specified
2,Not Specified,my blue,Yes,"betaxolol hcl tab 10 mg, 20 mg",Not Specified
2,Not Specified,my blue,Yes,"bisoprolol fumarate tab 5 mg, 10 mg",Not Specified
2,Not Specified,my blue,Yes,"carvedilol tab 3.125 mg, 6.25 mg, 12.5 mg, 25 mg (Coreg)",Not Specified
2,Not Specified,my blue,Yes,"labetalol hcl tab 100 mg, 200 mg, 300 mg",Not Specified
2,Not Specified,my blue,Yes,"metoprolol succinate tab er 24hr 25 mg (tartrate equiv), 50 mg (tartrate equiv), 100 mg (tartrate equiv), 200 mg (tartrate equiv) (Toprol xl)",Not Specified
2,Not Specified,my blue,Yes,"metoprolol tartrate tab 25 mg, 37.5 mg, 75 mg",Not Specified
2,Not Specified,my blue,Yes,"metoprolol tartrate tab 50 mg, 100 mg (Lopressor)",Not Specified
2,Not Specified,my blue,Yes,"nadolol tab 20 mg, 40 mg, 80 mg (Corgard)",Not Specified
2,Not Specified,my blue,Yes,"nebivolol hcl tab 2.5 mg (base equivalent), 5 mg (base equivalent), 10 mg (base equivalent), 20 mg (base equivalent) (Bystolic)",Not Specified
2,Not Specified,my blue,Yes,"pindolol tab 5 mg, 10 mg",Not Specified
2,Not Specified,my blue,Yes,"propranolol hcl cap er 24hr 60 mg, 80 mg, 120 mg, 160 mg (Inderal la)",Not Specified
2,Not Specified,my blue,Yes,propranolol hcl oral soln 20 mg/5ml,Not Specified
2,Not Specified,my blue,Yes,"propranolol hcl tab 10 mg, 20 mg, 40 mg, 60 mg, 80 mg",Not Specified
3,Not Specified,my blue,Yes,"sotalol hcl (afib/afl) tab 80 mg, 120 mg, 160 mg (Betapace af)",Not Specified
3,Not Specified,my blue,Yes,"sotalol hcl tab 80 mg, 120 mg, 160 mg (Betapace)",Not Specified
3,Not Specified,my blue,Yes,sotalol hcl tab 240 mg,Not Specified
2,Not Specified,my blue,Yes,"timolol maleate tab 5 mg, 10 mg, 20 mg",Not Specified
2,Not Specified,my blue,Yes,"amlodipine besylate tab 2.5 mg (base equivalent), 5 mg (base equivalent), 10 mg (base equivalent) (Norvasc)",Not Specified
2,Not Specified,my blue,Yes,"diltiazem hcl cap er 12hr 60 mg, 90 mg, 120 mg",Not Specified
2,Not Specified,my blue,Yes,"diltiazem hcl cap er 24hr 120 mg, 180 mg, 240 mg",Not Specified
2,Not Specified,my blue,Yes,"diltiazem hcl coated beads cap er 24hr 120 mg, 180 mg, 240 mg, 300 mg, 360 mg (Cardizem cd)",Not Specified
2,Not Specified,my blue,Yes,"diltiazem hcl extended release beads cap er 24hr 120 mg, 180 mg, 240 mg, 300 mg, 360 mg, 420 mg (Tiazac)",Not Specified
2,Not Specified,my blue,Yes,diltiazem hcl tab er 24hr 420 mg (Cardizem la),Not Specified
2,Not Specified,my blue,Yes,"diltiazem hcl tab 30 mg, 60 mg, 120 mg (Cardizem)",Not Specified
2,Not Specified,my blue,Yes,diltiazem hcl tab 90 mg,Not Specified
2,Not Specified,my blue,Yes,"felodipine tab er 24hr 2.5 mg, 5 mg, 10 mg",Not Specified
2,Not Specified,my blue,Yes,"isradipine cap 2.5 mg, 5 mg",Not Specified
2,Not Specified,my blue,Yes,"nicardipine hcl cap 20 mg, 30 mg",Not Specified
2,Not Specified,my blue,Yes,"nifedipine cap 10 mg, 20 mg",Not Specified
2,Not Specified,my blue,Yes,"nifedipine tab er 24hr 30 mg, 60 mg, 90 mg",Not Specified
2,Not Specified,my blue,Yes,"nifedipine tab er 24hr osmotic release 30 mg, 60 mg, 90 mg (Procardia xl)",Not Specified
5,Not Specified,my blue,Yes,nimodipine cap 30 mg,Quantity Limits (252 capsules/180 days)
4,Not Specified,my blue,Yes,NISOLDIPINE ER - nisoldipine tab er 24hr 25.5 mg,Not Specified
2,Not Specified,my blue,Yes,"nisoldipine tab er 24hr 8.5 mg, 17 mg, 34 mg (Sular)",Not Specified
2,Not Specified,my blue,Yes,"verapamil hcl cap er 24hr 120 mg, 180 mg, 240 mg (Verelan)",Not Specified
4,Not Specified,my blue,Yes,"VERAPAMIL HCL ER - verapamil hcl cap er 24hr 100 mg, 300 mg",Not Specified
2,Not Specified,my blue,Yes,"verapamil hcl tab er 120 mg, 180 mg, 240 mg (Calan sr)",Not Specified
2,Not Specified,my blue,Yes,"verapamil hcl tab 40 mg, 80 mg, 120 mg",Not Specified
5,Not Specified,my blue,Yes,"amiodarone hcl tab 100 mg, 400 mg",Not Specified
3,Not Specified,my blue,Yes,amiodarone hcl tab 200 mg,Not Specified
5,Not Specified,my blue,Yes,"disopyramide phosphate cap 100 mg, 150 mg (Norpace)",Not Specified
5,Not Specified,my blue,Yes,"dofetilide cap 125 mcg (0.125 mg), 250 mcg (0.25 mg), 500 mcg (0.5 mg) (Tikosyn)",Not Specified
3,Not Specified,my blue,Yes,"flecainide acetate tab 50 mg, 100 mg",Not Specified
5,Not Specified,my blue,Yes,flecainide acetate tab 150 mg,Not Specified
5,Not Specified,my blue,Yes,"mexiletine hcl cap 150 mg, 200 mg, 250 mg",Not Specified
6,Not Specified,my blue,Yes,MULTAQ - dronedarone hcl tab 400 mg (base equivalent),Prior authorization
5,Not Specified,my blue,Yes,"propafenone hcl cap er 12hr 225 mg, 325 mg, 425 mg (Rythmol sr)",Not Specified
3,Not Specified,my blue,Yes,"propafenone hcl tab 150 mg, 225 mg",Not Specified
5,Not Specified,my blue,Yes,propafenone hcl tab 300 mg,Not Specified
5,Not Specified,my blue,Yes,quinidine gluconate tab er 324 mg,Not Specified
5,Not Specified,my blue,Yes,"QUINIDINE SULFATE - quinidine sulfate tab 200 mg, 300 mg",Not Specified
4,Not Specified,my blue,Yes,"ACCURETIC - quinapril-hydrochlorothiazide tab 10-12.5 mg, 20-12.5 mg",Not Specified
2,Not Specified,my blue,Yes,"aliskiren fumarate tab 150 mg (base equivalent), 300 mg (base equivalent) (Tekturna)",Quantity Limits (30 tablets/30 days)
2,Not Specified,my blue,Yes,"amlodipine besylate-benazepril hcl cap 2.5-10 mg, 5-40 mg",Not Specified
2,Not Specified,my blue,Yes,"amlodipine besylate-benazepril hcl cap 5-10 mg, 5-20 mg, 10-20 mg, 10-40 mg (Lotrel)",Not Specified
2,Not Specified,my blue,Yes,"amlodipine besylate-olmesartan medoxomil tab 5-20 mg, 5-40 mg, 10-20 mg, 10-40 mg (Azor)",Quantity Limits (30 tablets/30 days)
2,Not Specified,my blue,Yes,"amlodipine besylate-valsartan tab 5-160 mg, 5-320 mg, 10-160 mg, 10-320 mg (Exforge)",Quantity Limits (30 tablets/30 days)
2,Not Specified,my blue,Yes,"amlodipine-valsartan-hydrochlorothiazide tab 5-160-12.5 mg, 5-160-25 mg, 10-160-12.5 mg, 10-160-25 mg, 10-320-25 mg (Exforge hct)",Quantity Limits (30 tablets/30 days)
2,Not Specified,my blue,Yes,atenolol & chlorthalidone tab 50-25 mg (Tenoretic 50),Not Specified
2,Not Specified,my blue,Yes,atenolol & chlorthalidone tab 100-25 mg (Tenoretic 100),Not Specified
2,Not Specified,my blue,Yes,benazepril & hydrochlorothiazide tab 5-6.25 mg,Not Specified
2,Not Specified,my blue,Yes,"benazepril & hydrochlorothiazide tab 10-12.5 mg, 20-12.5 mg, 20-25 mg (Lotensin hct)",Not Specified
2,Not Specified,my blue,Yes,benazepril hcl tab 5 mg,Not Specified
2,Not Specified,my blue,Yes,"benazepril hcl tab 10 mg, 20 mg, 40 mg (Lotensin)",Not Specified
2,Not Specified,my blue,Yes,"bisoprolol & hydrochlorothiazide tab 2.5-6.25 mg, 5-6.25 mg, 10-6.25 mg (Ziac)",Not Specified
2,Not Specified,my blue,Yes,"candesartan cilexetil tab 4 mg, 8 mg, 16 mg (Atacand)",Quantity Limits (60 tablets/30 days)
2,Not Specified,my blue,Yes,candesartan cilexetil tab 32 mg (Atacand),Quantity Limits (30 tablets/30 days)
2,Not Specified,my blue,Yes,"candesartan cilexetil-hydrochlorothiazide tab 16-12.5 mg, 32-12.5 mg, 32-25 mg (Atacand hct)",Quantity Limits (30 tablets/30 days)
2,Not Specified,my blue,Yes,"captopril tab 12.5 mg, 25 mg, 50 mg, 100 mg",Not Specified
2,Not Specified,my blue,Yes,"clonidine hcl tab 0.1 mg, 0.2 mg, 0.3 mg",Not Specified
2,Not Specified,my blue,Yes,clonidine td patch weekly 0.1 mg/24hr (Catapres- tts-1),Not Specified
2,Not Specified,my blue,Yes,clonidine td patch weekly 0.2 mg/24hr (Catapres- tts-2),Not Specified
2,Not Specified,my blue,Yes,clonidine td patch weekly 0.3 mg/24hr (Catapres- tts-3),Not Specified
2,Not Specified,my blue,Yes,"doxazosin mesylate tab 1 mg, 2 mg, 4 mg, 8 mg (Cardura)",Not Specified
2,Not Specified,my blue,Yes,enalapril maleate & hydrochlorothiazide tab 5-12.5 mg,Not Specified
2,Not Specified,my blue,Yes,enalapril maleate & hydrochlorothiazide tab 10-25 mg (Vaseretic),Not Specified
2,Not Specified,my blue,Yes,enalapril maleate oral soln 1 mg/ml (Epaned),Quantity Limits (300 mls/30 days)
2,Not Specified,my blue,Yes,"enalapril maleate tab 2.5 mg, 5 mg, 10 mg, 20 mg (Vasotec)",Not Specified
2,Not Specified,my blue,Yes,"eplerenone tab 25 mg, 50 mg (Inspra)",Not Specified
2,Not Specified,my blue,Yes,"fosinopril sodium & hydrochlorothiazide tab 10-12.5 mg, 20-12.5 mg",Not Specified
2,Not Specified,my blue,Yes,"fosinopril sodium tab 10 mg, 20 mg, 40 mg",Not Specified
2,Not Specified,my blue,Yes,"guanfacine hcl tab 1 mg, 2 mg",Not Specified
2,Not Specified,my blue,Yes,"hydralazine hcl tab 10 mg, 25 mg, 50 mg, 100 mg",Not Specified
2,Not Specified,my blue,Yes,"irbesartan tab 75 mg, 150 mg, 300 mg (Avapro)",Quantity Limits (30 tablets/30 days)
2,Not Specified,my blue,Yes,"irbesartan-hydrochlorothiazide tab 150-12.5 mg, 300-12.5 mg (Avalide)",Quantity Limits (30 tablets/30 days)
2,Not Specified,my blue,Yes,"lisinopril & hydrochlorothiazide tab 10-12.5 mg, 20-12.5 mg, 20-25 mg (Zestoretic)",Not Specified
